"CustomerID","PersonID","StoreID","TerritoryID","AccountNumber","rowguid","ModifiedDate"
"137","","418","6","AW00000137","{D6A1AEE7-25EF-4417-AB10-65BC21661864}","2014-09-12 11:15:07.263000000"
"138","","708","6","AW00000138","{91B9EF4B-2FA8-4936-AC71-1FA1B3624D12}","2014-09-12 11:15:07.263000000"
"154","","626","6","AW00000154","{4F60F75E-B20A-4056-874C-B7F3BD33BF3F}","2014-09-12 11:15:07.263000000"
"155","","648","6","AW00000155","{3B56CD66-5DDF-430C-AB41-3FF6A1836868}","2014-09-12 11:15:07.263000000"
"156","","512","6","AW00000156","{CFFFAAFB-98DC-4392-84F9-FB3229F35265}","2014-09-12 11:15:07.263000000"
"172","","806","6","AW00000172","{324C671D-DD10-4EE2-857A-767917ACC2A3}","2014-09-12 11:15:07.263000000"
"173","","812","6","AW00000173","{FDC12E98-898B-4C22-972F-F0EBFBFCB7B0}","2014-09-12 11:15:07.263000000"
"174","","500","6","AW00000174","{9C4DDEFA-AABD-4A51-AB90-998985FB7D2F}","2014-09-12 11:15:07.263000000"
"190","","1298","6","AW00000190","{91154406-0118-4A11-BB1B-366EDFB5C97A}","2014-09-12 11:15:07.263000000"
"191","","1192","6","AW00000191","{A2F63E12-1C66-41C2-AAC0-57D87F1861D9}","2014-09-12 11:15:07.263000000"
"192","","678","6","AW00000192","{84401968-8977-4380-9B4E-D5149C8126C0}","2014-09-12 11:15:07.263000000"
"208","","1406","6","AW00000208","{6005E7A8-0101-4BE2-B8C1-F4AD936E496F}","2014-09-12 11:15:07.263000000"
"209","","1180","6","AW00000209","{E5A50573-0D83-4200-A80C-9F690AF69FCC}","2014-09-12 11:15:07.263000000"
"210","","412","6","AW00000210","{FF748558-EA94-4C67-A764-D1480B0F8548}","2014-09-12 11:15:07.263000000"
"226","","1156","6","AW00000226","{CF860E9B-816A-406E-A64A-7965772D5487}","2014-09-12 11:15:07.263000000"
"227","","1418","6","AW00000227","{1FFA0236-84EE-415A-BE61-94CE863715EA}","2014-09-12 11:15:07.263000000"
"228","","1166","6","AW00000228","{C751DD7E-51D9-4D2D-AEED-C818EEE56CEB}","2014-09-12 11:15:07.263000000"
"244","","1144","6","AW00000244","{8FF82BED-93D5-4248-99E2-47F53055EC2D}","2014-09-12 11:15:07.263000000"
"245","","1430","6","AW00000245","{4A122BDD-4393-42BC-AD49-37E43A0414F6}","2014-09-12 11:15:07.263000000"
"246","","1952","6","AW00000246","{CEE9F2DF-2BE7-48B9-8E41-343ADC82F8C4}","2014-09-12 11:15:07.263000000"
"262","","1132","6","AW00000262","{1C783210-2B1E-46E2-A2C8-23E610FEEB3C}","2014-09-12 11:15:07.263000000"
"263","","580","6","AW00000263","{F665A873-61A2-4B21-B9FF-B5903BEAF759}","2014-09-12 11:15:07.263000000"
"264","","1940","6","AW00000264","{A5CE11CE-239C-4849-9683-14F37025A2C1}","2014-09-12 11:15:07.263000000"
"280","","948","6","AW00000280","{73B26C19-1113-427F-BBAB-BEB6FCDA33C3}","2014-09-12 11:15:07.263000000"
"281","","618","6","AW00000281","{B3B07166-1798-41B4-A7C2-0579292008C4}","2014-09-12 11:15:07.263000000"
"282","","1928","6","AW00000282","{CF04F255-D817-4EC9-9D99-4580B1ED0CE2}","2014-09-12 11:15:07.263000000"
"298","","1488","6","AW00000298","{16101465-48B9-4147-9C53-6610FEADF778}","2014-09-12 11:15:07.263000000"
"299","","768","6","AW00000299","{1CEA8D76-4A20-4D76-9DA2-A3777FD7E693}","2014-09-12 11:15:07.263000000"
"300","","386","6","AW00000300","{7256F9B7-5253-4384-B8DE-60B6F0ADF5A6}","2014-09-12 11:15:07.263000000"
"316","","1476","6","AW00000316","{8C95E9D8-88D0-4E6A-8149-B4C6C79E65BD}","2014-09-12 11:15:07.263000000"
"317","","780","6","AW00000317","{5EEF4DAA-8514-43A3-B96A-D99E19E3C2E8}","2014-09-12 11:15:07.263000000"
"318","","438","6","AW00000318","{D241D8F1-5A7A-41B3-8723-1E2B1A9FDBF6}","2014-09-12 11:15:07.263000000"
"334","","1988","6","AW00000334","{777D62E5-3C77-4CEF-8AF6-8A4648F49EB9}","2014-09-12 11:15:07.263000000"
"335","","466","6","AW00000335","{F8BF1985-3C65-400F-BD46-92F88008F003}","2014-09-12 11:15:07.263000000"
"336","","970","6","AW00000336","{0341CA02-F44F-4604-8E20-A749B90FD976}","2014-09-12 11:15:07.263000000"
"352","","1236","6","AW00000352","{5617D4F8-C3A1-4408-8895-AE3F7E0EFA05}","2014-09-12 11:15:07.263000000"
"353","","608","6","AW00000353","{3B2E5C36-0827-4A31-B112-F347AD588822}","2014-09-12 11:15:07.263000000"
"354","","356","6","AW00000354","{B65DFD89-49C5-4530-B819-B6E84F3531A6}","2014-09-12 11:15:07.263000000"
"370","","1224","6","AW00000370","{7059E0F6-846D-4A52-8A97-0734CD064892}","2014-09-12 11:15:07.263000000"
"371","","750","6","AW00000371","{05CF6683-BC27-4062-A60D-995706BBFAB5}","2014-09-12 11:15:07.263000000"
"372","","1852","6","AW00000372","{F377F21A-9A29-49AF-9158-4E3FA8586FF7}","2014-09-12 11:15:07.263000000"
"388","","1212","6","AW00000388","{C0C5EE7E-DD39-401D-9BF5-7EC01D57E57F}","2014-09-12 11:15:07.263000000"
"389","","738","6","AW00000389","{0FC568B5-2A6B-4C9D-87BC-9B8C6313C9DA}","2014-09-12 11:15:07.263000000"
"390","","1864","6","AW00000390","{D6AB0687-0DB2-460B-A4D2-34AAD4EC9F3D}","2014-09-12 11:15:07.263000000"
"406","","1106","6","AW00000406","{04C17472-C4DA-40B1-82FA-B08D3828B863}","2014-09-12 11:15:07.263000000"
"407","","380","6","AW00000407","{5A2338D1-158F-4386-8C30-EFF2BF990669}","2014-09-12 11:15:07.263000000"
"408","","464","6","AW00000408","{A845D318-D6C0-4E69-B509-83686BD409A6}","2014-09-12 11:15:07.263000000"
"424","","510","6","AW00000424","{1907F0A4-BFFE-4A3B-BEC8-76D0AECB2D30}","2014-09-12 11:15:07.263000000"
"425","","1162","6","AW00000425","{B1508150-5C6B-436B-8FF4-41171E6CD517}","2014-09-12 11:15:07.263000000"
"426","","562","6","AW00000426","{76ECB325-F500-4D90-A4FD-F2A2F8971379}","2014-09-12 11:15:07.263000000"
"442","","852","6","AW00000442","{F41036BB-C3BA-4935-9F16-10DEC1A55C33}","2014-09-12 11:15:07.263000000"
"443","","566","6","AW00000443","{133CE995-D294-47EE-94CB-468E147214D4}","2014-09-12 11:15:07.263000000"
"444","","428","6","AW00000444","{A83D6923-A2DF-4C6F-9D39-AF9DE01320DC}","2014-09-12 11:15:07.263000000"
"460","","864","6","AW00000460","{E7069C91-9479-4CC0-BE91-991AA1447AF6}","2014-09-12 11:15:07.263000000"
"461","","1916","6","AW00000461","{25EE1C59-AA4A-44E6-AD18-70F2B8FDE302}","2014-09-12 11:15:07.263000000"
"462","","920","6","AW00000462","{5C085E79-91EE-4855-92C2-BA36CD6980E0}","2014-09-12 11:15:07.263000000"
"478","","1828","6","AW00000478","{E76A3EC3-581B-456B-9415-5853EE013816}","2014-09-12 11:15:07.263000000"
"479","","1200","6","AW00000479","{DDF27582-0D9B-45A9-B605-AB01D2C1C3B8}","2014-09-12 11:15:07.263000000"
"480","","908","6","AW00000480","{3AECCDDA-2012-468E-858E-3BE516A77FA0}","2014-09-12 11:15:07.263000000"
"496","","1840","6","AW00000496","{9D1A7488-6CD7-4866-A0A4-DD3A8A850ED0}","2014-09-12 11:15:07.263000000"
"497","","324","6","AW00000497","{9FC698D8-A5D6-4971-BFB4-9A4D8988DB58}","2014-09-12 11:15:07.263000000"
"498","","896","6","AW00000498","{E3A756B3-EE63-4AC7-A799-B1FA170EDDE6}","2014-09-12 11:15:07.263000000"
"514","","592","6","AW00000514","{F7FA597E-BE0A-4488-9101-A6CD272DBF47}","2014-09-12 11:15:07.263000000"
"515","","1908","6","AW00000515","{0D4A67DB-594A-4131-A3C8-51C76265B3C5}","2014-09-12 11:15:07.263000000"
"516","","1466","6","AW00000516","{3E567502-B73A-49CB-BFA4-89E32F3BF89D}","2014-09-12 11:15:07.263000000"
"526","","956","6","AW00000526","{34242469-AE37-497E-920E-AD364D7EFF4C}","2014-09-12 11:15:07.263000000"
"532","","960","6","AW00000532","{60E33181-3EE5-4F24-B543-90F7CA6CFDC2}","2014-09-12 11:15:07.263000000"
"533","","1896","6","AW00000533","{89E3BBB3-134C-465B-A2BD-558EA54D3D9E}","2014-09-12 11:15:07.263000000"
"534","","1454","6","AW00000534","{24A6A509-B31C-49F5-BF0D-6A0C40B5B740}","2014-09-12 11:15:07.263000000"
"550","","1444","6","AW00000550","{DEFE32C0-E965-40EE-A991-69DCA4BEDCE6}","2014-09-12 11:15:07.263000000"
"551","","312","6","AW00000551","{85A3A976-A059-4FB9-BAB9-569C4EAD0869}","2014-09-12 11:15:07.263000000"
"552","","1238","6","AW00000552","{B6D14407-6E95-452D-9ED4-D72D111A5BE7}","2014-09-12 11:15:07.263000000"
"568","","1112","6","AW00000568","{4CE1F27A-361E-4C9D-9C89-D5E0104EBB96}","2014-09-12 11:15:07.263000000"
"569","","346","6","AW00000569","{3BC5888D-DAB7-44EA-91DB-A50E0EC70BA5}","2014-09-12 11:15:07.263000000"
"570","","332","6","AW00000570","{8F7E5659-CA92-4048-BAFF-F4B6E80A8801}","2014-09-12 11:15:07.263000000"
"586","","1798","6","AW00000586","{A99CAE9B-1011-4551-976C-EC06A5EDF5D7}","2014-09-12 11:15:07.263000000"
"587","","886","6","AW00000587","{D4D20D5D-C11E-41D9-8FB7-11CC69AA3FE4}","2014-09-12 11:15:07.263000000"
"588","","668","6","AW00000588","{41DDDC8E-86E3-4073-9868-25DCF32918B3}","2014-09-12 11:15:07.263000000"
"613","","1816","6","AW00000613","{05B7B25A-0E97-4F07-9A87-0627F354A45F}","2014-09-12 11:15:07.263000000"
"629","","1130","6","AW00000629","{2B7A6FF6-7BD4-4E4E-896C-42A76AC54270}","2014-09-12 11:15:07.263000000"
"630","","1078","6","AW00000630","{05B08B9B-B1EA-469E-B314-C43E5A3EFE1A}","2014-09-12 11:15:07.263000000"
"631","","1364","6","AW00000631","{FB9DC661-95E0-4E69-9AF7-4122CB8AA87A}","2014-09-12 11:15:07.263000000"
"637","","1368","6","AW00000637","{65C25750-C07B-431C-9519-BBCAA7AA6B34}","2014-09-12 11:15:07.263000000"
"653","","1972","6","AW00000653","{8BDB709B-17BF-4604-A512-26DCE6EF0443}","2014-09-12 11:15:07.263000000"
"654","","1062","6","AW00000654","{1A357CAC-E4F2-4880-BE31-487D92071128}","2014-09-12 11:15:07.263000000"
"655","","1060","6","AW00000655","{35645D53-FF5D-4A0E-9F3A-8024A0D90726}","2014-09-12 11:15:07.263000000"
"661","","1056","6","AW00000661","{AC14C556-2FCC-4578-AD66-D2F31FCA6C51}","2014-09-12 11:15:07.263000000"
"677","","1394","6","AW00000677","{143625ED-18D6-43ED-A1C9-BA18BB5F80C9}","2014-09-12 11:15:07.263000000"
"678","","828","6","AW00000678","{9AE2B1F8-8F7D-4439-99FE-2B67E38DE4EE}","2014-09-12 11:15:07.263000000"
"679","","1044","6","AW00000679","{DAFE6766-1849-4209-9379-4EAE7A05B932}","2014-09-12 11:15:07.263000000"
"685","","1040","6","AW00000685","{8559A2D6-B981-41B4-85F9-5507BFF4DD6E}","2014-09-12 11:15:07.263000000"
"701","","844","6","AW00000701","{61AE9625-8BD8-48B7-B171-8A90CBBA494C}","2014-09-12 11:15:07.263000000"
"11019","5132","","6","AW00011019","{794FAD9A-063A-4C68-9BB0-FC956039CC66}","2014-09-12 11:15:07.263000000"
"11020","17128","","6","AW00011020","{64AF6F89-C0CE-4B1C-8BBA-8C605EFD5712}","2014-09-12 11:15:07.263000000"
"11037","11014","","6","AW00011037","{08E861E0-7EE8-4E09-BB02-D766B4480608}","2014-09-12 11:15:07.263000000"
"11078","15039","","6","AW00011078","{1AC61514-D3C9-4272-A9BD-FBAB52014150}","2014-09-12 11:15:07.263000000"
"11091","4515","","6","AW00011091","{1B0B673B-4623-4A49-99BD-1A6577EFDA28}","2014-09-12 11:15:07.263000000"
"11131","3003","","6","AW00011131","{D3C8A7DB-1052-4975-A505-96486C3933E6}","2014-09-12 11:15:07.263000000"
"11132","8490","","6","AW00011132","{186F5D96-7176-46DF-84B0-B184BBB9A91B}","2014-09-12 11:15:07.263000000"
"11136","19196","","6","AW00011136","{65EDEB34-AC8A-42A2-959A-A07A0A8776C1}","2014-09-12 11:15:07.263000000"
"11142","13742","","6","AW00011142","{654800A7-FEB0-44CD-AFB9-BAE5E9B01A0D}","2014-09-12 11:15:07.263000000"
"11176","15994","","6","AW00011176","{3464757C-E9D8-42B0-888B-5C316C8633F3}","2014-09-12 11:15:07.263000000"
"11185","12569","","6","AW00011185","{9722C311-829B-4DF5-8FD3-D2742C097B6D}","2014-09-12 11:15:07.263000000"
"11200","5409","","6","AW00011200","{A6E1B02A-306C-4E4A-B028-50EA7A90B2ED}","2014-09-12 11:15:07.263000000"
"11203","5463","","6","AW00011203","{F2312406-601B-4223-BFAA-BABA69550635}","2014-09-12 11:15:07.263000000"
"11211","12549","","6","AW00011211","{E1285DA5-60D6-441D-AEBF-C11A5EB69BAA}","2014-09-12 11:15:07.263000000"
"11212","9700","","6","AW00011212","{870C1E21-882B-4750-B9E5-6D98F9573E04}","2014-09-12 11:15:07.263000000"
"11215","7440","","6","AW00011215","{02D1F9CC-F015-4306-AED6-9579102026EF}","2014-09-12 11:15:07.263000000"
"11223","3197","","6","AW00011223","{72BFA246-56C5-4307-914A-04DD9C0F2A34}","2014-09-12 11:15:07.263000000"
"11251","13411","","6","AW00011251","{31993A75-DFCB-4CB6-B939-90C468DA10F4}","2014-09-12 11:15:07.263000000"
"11253","17012","","6","AW00011253","{86885E04-D00B-4FE2-9FEA-61032F921CB0}","2014-09-12 11:15:07.263000000"
"11262","20532","","6","AW00011262","{8097738A-04BA-4082-97A0-6A8589EA299E}","2014-09-12 11:15:07.263000000"
"11276","15449","","6","AW00011276","{519A2928-57AE-41B7-9D4C-43425654A7E7}","2014-09-12 11:15:07.263000000"
"11277","4855","","6","AW00011277","{936BE340-0161-4E2E-A12D-3DB7BFDC0162}","2014-09-12 11:15:07.263000000"
"11287","15978","","6","AW00011287","{CBF89ED8-0D78-46CB-94AB-5AEE93523383}","2014-09-12 11:15:07.263000000"
"11300","13098","","6","AW00011300","{42D931E9-1A40-46F5-B2BC-F2091B810C6C}","2014-09-12 11:15:07.263000000"
"11316","17567","","6","AW00011316","{F4068062-A5E9-47DE-ADE6-78E9B394A27F}","2014-09-12 11:15:07.263000000"
"11328","13353","","6","AW00011328","{848986C2-1CC8-491A-8182-9D3884C60356}","2014-09-12 11:15:07.263000000"
"11330","17961","","6","AW00011330","{00BEDDDF-1827-4A9E-AF85-BD0E3DEF4696}","2014-09-12 11:15:07.263000000"
"11331","12526","","6","AW00011331","{5EEB3DA5-D38F-426D-8AD5-B32B9CA9D5C1}","2014-09-12 11:15:07.263000000"
"11498","10006","","6","AW00011498","{8FC3538C-7E8C-472D-8D39-DF189E23A5A5}","2014-09-12 11:15:07.263000000"
"11500","12637","","6","AW00011500","{607E73ED-D14F-44A1-8E9C-93DE46D8A5B1}","2014-09-12 11:15:07.263000000"
"11501","19762","","6","AW00011501","{0EB7CBA3-F8B0-46CA-BB13-330CB202D234}","2014-09-12 11:15:07.263000000"
"11502","14431","","6","AW00011502","{98EA61B1-87A4-4DA9-8FEB-8530D5620D5D}","2014-09-12 11:15:07.263000000"
"11505","19853","","6","AW00011505","{8FA21A12-BE74-404D-AF0B-CFDF14309CE9}","2014-09-12 11:15:07.263000000"
"11506","18984","","6","AW00011506","{82E91CB3-85DB-4B29-AFB3-5353056DD221}","2014-09-12 11:15:07.263000000"
"11507","2661","","6","AW00011507","{5F570789-FB66-4278-A094-47F7A1096FB9}","2014-09-12 11:15:07.263000000"
"11510","4361","","6","AW00011510","{445E81DB-B35E-41F7-A52A-FA3883CE7040}","2014-09-12 11:15:07.263000000"
"11512","9713","","6","AW00011512","{6B34DFD4-B2AD-47C9-B933-548273ED40AD}","2014-09-12 11:15:07.263000000"
"11513","20136","","6","AW00011513","{A5161B21-2A06-469E-9636-C0BF923023E3}","2014-09-12 11:15:07.263000000"
"11519","7703","","6","AW00011519","{6EDDF2AB-C189-4463-BE7E-EC5E74FBCCAC}","2014-09-12 11:15:07.263000000"
"11520","9228","","6","AW00011520","{3E5C3D9F-6029-4BB3-9796-E4EC7F00D51D}","2014-09-12 11:15:07.263000000"
"11523","4785","","6","AW00011523","{D8C24615-84AF-425E-8828-23E13F19D011}","2014-09-12 11:15:07.263000000"
"11526","2988","","6","AW00011526","{226BB60C-9467-4E69-8E28-A3503C173EC5}","2014-09-12 11:15:07.263000000"
"11530","18892","","6","AW00011530","{341FE9AB-9269-45DB-9926-29705A5FFC8C}","2014-09-12 11:15:07.263000000"
"11618","14550","","6","AW00011618","{BB25B931-3E53-44CF-BAAC-F4914844C110}","2014-09-12 11:15:07.263000000"
"11619","10400","","6","AW00011619","{F54E5A04-8094-4C13-A239-D037AAFB9841}","2014-09-12 11:15:07.263000000"
"11631","13182","","6","AW00011631","{F53299AD-4E21-4E4F-A1C0-87E8DBF41CB7}","2014-09-12 11:15:07.263000000"
"11632","2806","","6","AW00011632","{5D6A8889-9D41-49D8-AF05-92F0E034E027}","2014-09-12 11:15:07.263000000"
"11640","11577","","6","AW00011640","{A3EF1E35-E0E9-45A5-8B24-34049ABE8821}","2014-09-12 11:15:07.263000000"
"11641","6387","","6","AW00011641","{1B8B515D-FF25-44D6-9D12-08D52777627A}","2014-09-12 11:15:07.263000000"
"11642","20730","","6","AW00011642","{D448673A-1B01-436E-9F36-CCF352546194}","2014-09-12 11:15:07.263000000"
"11647","18152","","6","AW00011647","{36253F27-3D8F-4340-9383-7F52AE4F36E8}","2014-09-12 11:15:07.263000000"
"11651","19675","","6","AW00011651","{7BF31C4C-9CE0-4F96-854F-3F02D31429EA}","2014-09-12 11:15:07.263000000"
"11652","6017","","6","AW00011652","{6651D252-B117-47AC-B7F0-36343A378BD0}","2014-09-12 11:15:07.263000000"
"11659","4118","","6","AW00011659","{8A1ED1FA-65EA-436F-9882-91EC770D186F}","2014-09-12 11:15:07.263000000"
"11660","7290","","6","AW00011660","{0B9A127D-A3F2-47D7-8DCA-7B02D3058AFD}","2014-09-12 11:15:07.263000000"
"11661","14047","","6","AW00011661","{A7DE49FE-D037-4B00-9D5F-44092EABDE71}","2014-09-12 11:15:07.263000000"
"11677","4875","","6","AW00011677","{3D28D445-33D4-40FC-8515-1F9D31A11268}","2014-09-12 11:15:07.263000000"
"11693","3220","","6","AW00011693","{7710053D-DE76-4332-BE3E-B4CFB9CC7FA3}","2014-09-12 11:15:07.263000000"
"11698","17175","","6","AW00011698","{A824A27C-6684-4259-8492-5EEBCDB75DCC}","2014-09-12 11:15:07.263000000"
"11709","9400","","6","AW00011709","{C57D4ECA-1946-42D7-9F06-A88E527BF7F1}","2014-09-12 11:15:07.263000000"
"11711","18668","","6","AW00011711","{0FD4E577-CD14-4846-86D6-4101CBA352E5}","2014-09-12 11:15:07.263000000"
"11712","9076","","6","AW00011712","{0F15B1FD-3DFA-46B1-8DD2-46D59CB2E54D}","2014-09-12 11:15:07.263000000"
"11719","4193","","6","AW00011719","{E7807A9D-CD86-49B9-AF8B-5896EC4C61C9}","2014-09-12 11:15:07.263000000"
"11723","5637","","6","AW00011723","{DC9FC02D-8980-4386-947D-BABEE719F08E}","2014-09-12 11:15:07.263000000"
"11724","16417","","6","AW00011724","{487E867E-DCC8-473D-BF15-D5ADB5966951}","2014-09-12 11:15:07.263000000"
"11738","5910","","6","AW00011738","{3CD01549-A175-4F03-8FD6-9456A2D83101}","2014-09-12 11:15:07.263000000"
"11739","17109","","6","AW00011739","{E039D8EC-97B3-49BB-86F4-11C079CC41F6}","2014-09-12 11:15:07.263000000"
"11740","10889","","6","AW00011740","{151FCFB9-A975-45B1-BD1E-39ACD7CFDFF3}","2014-09-12 11:15:07.263000000"
"11748","4189","","6","AW00011748","{8A7469D3-EA33-4B38-950A-603855E77A2E}","2014-09-12 11:15:07.263000000"
"11769","10448","","6","AW00011769","{AFFA342A-E830-4D92-85A1-880705BDDF52}","2014-09-12 11:15:07.263000000"
"11784","16021","","6","AW00011784","{DA4E5B68-BE52-488B-938F-6CADF0BDDC24}","2014-09-12 11:15:07.263000000"
"11802","12326","","6","AW00011802","{C01127A8-4B75-47B8-A508-C218B9986062}","2014-09-12 11:15:07.263000000"
"11808","16202","","6","AW00011808","{01598AC8-FFDE-4244-A1BD-622DFB0278C9}","2014-09-12 11:15:07.263000000"
"11820","10662","","6","AW00011820","{2E859188-810E-49FE-99E9-CBEE31A68517}","2014-09-12 11:15:07.263000000"
"11823","9584","","6","AW00011823","{D86A576B-C2C9-49AA-8E2F-06A3DE106EB8}","2014-09-12 11:15:07.263000000"
"11824","11407","","6","AW00011824","{6E9144C1-714E-485C-989A-F6E527D69862}","2014-09-12 11:15:07.263000000"
"11827","10364","","6","AW00011827","{AD3DAE87-409D-4E38-9940-BF82EBB1CD76}","2014-09-12 11:15:07.263000000"
"11833","13361","","6","AW00011833","{D7FDD37C-5B95-482C-8B70-D10207D7250D}","2014-09-12 11:15:07.263000000"
"11835","5912","","6","AW00011835","{687E583D-4758-4A04-B24B-ABB5F9F8B2CE}","2014-09-12 11:15:07.263000000"
"11841","16376","","6","AW00011841","{918F73AD-EA9E-4A7B-A36D-41E24D48A871}","2014-09-12 11:15:07.263000000"
"11845","11256","","6","AW00011845","{D7AB5AF1-FEF4-476E-AC4C-96A548D409C9}","2014-09-12 11:15:07.263000000"
"11861","9939","","6","AW00011861","{336E8031-EDFC-4994-B9DB-A8CAA444F877}","2014-09-12 11:15:07.263000000"
"11868","3490","","6","AW00011868","{8EAFC62F-662F-4A65-8AD5-251DAE300D98}","2014-09-12 11:15:07.263000000"
"11869","10258","","6","AW00011869","{F6611B50-1054-4E2E-BAD0-774D10291126}","2014-09-12 11:15:07.263000000"
"11875","17570","","6","AW00011875","{B1AFA9F3-7550-40A7-8D21-4C4B7D387020}","2014-09-12 11:15:07.263000000"
"11888","5483","","6","AW00011888","{8575BF8A-7566-48A2-BD38-0B677C7EBBC2}","2014-09-12 11:15:07.263000000"
"11922","17604","","6","AW00011922","{DC9E8125-53E0-487C-89CB-EFA69722361F}","2014-09-12 11:15:07.263000000"
"11979","18663","","6","AW00011979","{827279F7-D010-47B2-920C-364D60E14F59}","2014-09-12 11:15:07.263000000"
"11984","16188","","6","AW00011984","{970D0C4A-D720-430E-8453-971939D55EE2}","2014-09-12 11:15:07.263000000"
"12017","6671","","6","AW00012017","{B5B0DAB1-6393-484D-8E50-E8B3A29ACF4B}","2014-09-12 11:15:07.263000000"
"12020","19296","","6","AW00012020","{B6483A7B-96F9-4AFD-8C68-7FFB52D113CE}","2014-09-12 11:15:07.263000000"
"12031","5932","","6","AW00012031","{E74FB73D-FC33-42F4-8F66-B0C918756351}","2014-09-12 11:15:07.263000000"
"12032","18598","","6","AW00012032","{3AC9DFB6-465A-400C-A2D2-A76ED5965ADA}","2014-09-12 11:15:07.263000000"
"12054","5118","","6","AW00012054","{473E589A-6884-47E8-BE0C-60AECF0CB042}","2014-09-12 11:15:07.263000000"
"12055","8483","","6","AW00012055","{1A71980D-B7D7-4F0C-9EE8-C5CE9935A43E}","2014-09-12 11:15:07.263000000"
"12056","14312","","6","AW00012056","{A4FB8F95-629C-4717-96B5-3ADFE03FDB17}","2014-09-12 11:15:07.263000000"
"12060","18889","","6","AW00012060","{0DF9EF92-EDB5-46CD-94B0-F76BFB4C889C}","2014-09-12 11:15:07.263000000"
"12061","14130","","6","AW00012061","{B7F51275-D129-4A4C-ABDA-B4E1E91ED58B}","2014-09-12 11:15:07.263000000"
"12074","19144","","6","AW00012074","{9827E351-12D9-44C1-BAC2-1FDF8F942011}","2014-09-12 11:15:07.263000000"
"12077","19942","","6","AW00012077","{3B411C86-C622-4102-9D8F-7805FD92860D}","2014-09-12 11:15:07.263000000"
"12080","19585","","6","AW00012080","{802B6E98-43A2-452B-9BCB-B009755DEC15}","2014-09-12 11:15:07.263000000"
"12081","10039","","6","AW00012081","{FDF2ADCA-C780-4902-A753-490407D71741}","2014-09-12 11:15:07.263000000"
"12086","12255","","6","AW00012086","{3CF258C3-18F0-4A51-8D64-C87EB07AB6F9}","2014-09-12 11:15:07.263000000"
"12089","14716","","6","AW00012089","{A895D504-F83D-421D-8043-9AB336809F6D}","2014-09-12 11:15:07.263000000"
"12090","9974","","6","AW00012090","{58462A35-4E86-4377-A26B-03EF59FCEC6E}","2014-09-12 11:15:07.263000000"
"12097","16912","","6","AW00012097","{4D3420B8-CCA3-4E5B-A67C-3F3EC03A7AC8}","2014-09-12 11:15:07.263000000"
