"CustomerID","PersonID","StoreID","TerritoryID","AccountNumber","rowguid","ModifiedDate"
"11563","3819","","10","AW00011563","{982C5779-058D-486B-A572-5ECD02EA3BCB}","2014-09-12 11:15:07.263000000"
"11565","19267","","10","AW00011565","{F3B490D9-014C-4C24-89FA-0A0D8867F549}","2014-09-12 11:15:07.263000000"
"11568","7117","","10","AW00011568","{42D08B89-3AEB-4663-AD6E-EC78F7C540DE}","2014-09-12 11:15:07.263000000"
"11569","15794","","10","AW00011569","{093A07D0-E958-4E8B-9B06-FF581ACA07AB}","2014-09-12 11:15:07.263000000"
"11573","7211","","10","AW00011573","{9EFBACE0-91BE-4FEF-BFB9-B9E53A9DFFE2}","2014-09-12 11:15:07.263000000"
"11574","3489","","10","AW00011574","{CE2718E5-D809-4432-9804-CA6C5B7C8E7F}","2014-09-12 11:15:07.263000000"
"11575","16181","","10","AW00011575","{A6D43354-A53A-4B97-A0F5-3A3B88F97DF6}","2014-09-12 11:15:07.263000000"
"11579","12669","","10","AW00011579","{1808CBB5-0C2F-4A35-B393-C965DDF402C8}","2014-09-12 11:15:07.263000000"
"11580","4387","","10","AW00011580","{3E49E66E-7200-40B1-9F6A-032E5B07ABA3}","2014-09-12 11:15:07.263000000"
"11585","10523","","10","AW00011585","{41D1F079-A3E8-4169-AFC3-9DEE1AEC0731}","2014-09-12 11:15:07.263000000"
"11586","6624","","10","AW00011586","{6062C817-08C7-44BE-A362-8B52931CF7F8}","2014-09-12 11:15:07.263000000"
"11589","9631","","10","AW00011589","{0CB39065-D9F8-4EDB-A50A-EA024BC742E7}","2014-09-12 11:15:07.263000000"
"11596","13309","","10","AW00011596","{901CACDF-2CE0-441B-9089-53BD5BE18B8C}","2014-09-12 11:15:07.263000000"
"11603","8306","","10","AW00011603","{25020F06-7279-428A-B423-CA9B8E889F0C}","2014-09-12 11:15:07.263000000"
"11604","8166","","10","AW00011604","{75C05C61-F5A6-4DD1-BE1C-7EB4293C86FE}","2014-09-12 11:15:07.263000000"
"11609","5462","","10","AW00011609","{76AD17D8-051B-41AB-B675-D62B868B40CD}","2014-09-12 11:15:07.263000000"
"11610","4217","","10","AW00011610","{054F04FA-70D5-47D2-988A-986E9780B87F}","2014-09-12 11:15:07.263000000"
"11612","20506","","10","AW00011612","{0FB1CACC-3FCF-4443-A3C4-B5CBF16C8040}","2014-09-12 11:15:07.263000000"
"11615","20497","","10","AW00011615","{3294967E-C8F4-4854-94C4-AF2226A0F592}","2014-09-12 11:15:07.263000000"
"11616","16315","","10","AW00011616","{AD396774-7D42-4CAB-B5BF-31705F0C7E1A}","2014-09-12 11:15:07.263000000"
"12123","18116","","10","AW00012123","{6872C8D4-0F9A-4C56-AFA9-E17A8488261A}","2014-09-12 11:15:07.263000000"
"12126","7437","","10","AW00012126","{6FCB4136-F6F2-48E8-BCA7-534979D329D7}","2014-09-12 11:15:07.263000000"
"12133","12306","","10","AW00012133","{D766A709-2885-4A2B-ABBC-446D04100B9E}","2014-09-12 11:15:07.263000000"
"12134","14712","","10","AW00012134","{74661E13-F467-4263-95F3-D5FCE0B844FF}","2014-09-12 11:15:07.263000000"
"12210","17334","","10","AW00012210","{A25DD449-33F9-4EDE-A7CF-B6F94F6BB44C}","2014-09-12 11:15:07.263000000"
"12214","19962","","10","AW00012214","{2C82F26E-A613-4C44-B660-90189A6509D0}","2014-09-12 11:15:07.263000000"
"12215","3475","","10","AW00012215","{F8153986-717E-4940-870E-D1F4DCE8BDB7}","2014-09-12 11:15:07.263000000"
"12216","10747","","10","AW00012216","{65B5B134-012B-4FAC-B8C3-D0B415E38F66}","2014-09-12 11:15:07.263000000"
"12222","11456","","10","AW00012222","{C5CDA40B-55A9-416D-9FC7-9DD5C2EC725F}","2014-09-12 11:15:07.263000000"
"12224","12865","","10","AW00012224","{5B503EEE-AF06-40CE-9AC0-F2F0526F0C6F}","2014-09-12 11:15:07.263000000"
"12227","16517","","10","AW00012227","{A8FD7F73-F770-40E5-8777-CA1645F1CFD8}","2014-09-12 11:15:07.263000000"
"12233","16891","","10","AW00012233","{7FCF9DA8-3EFE-4EB9-915B-035B4F7ED84E}","2014-09-12 11:15:07.263000000"
"12235","4668","","10","AW00012235","{0DF11798-FF0C-441C-B661-0DB1B1A93EDA}","2014-09-12 11:15:07.263000000"
"12239","6640","","10","AW00012239","{7E0C32AA-B140-48C5-B0E1-456046D3873A}","2014-09-12 11:15:07.263000000"
"12259","7309","","10","AW00012259","{CFD3CCBE-C557-4F34-85EF-8D5C159857AC}","2014-09-12 11:15:07.263000000"
"12260","14060","","10","AW00012260","{F1B9D73F-AB81-4720-BAAE-183D114C3DFE}","2014-09-12 11:15:07.263000000"
"12262","20649","","10","AW00012262","{1E0E1457-3A24-4650-BC08-0F1597496AE0}","2014-09-12 11:15:07.263000000"
"12263","7983","","10","AW00012263","{CDB9A572-B378-4249-89F4-D4703EBAE554}","2014-09-12 11:15:07.263000000"
"12264","10852","","10","AW00012264","{3EF7DED1-8EC3-4FE1-9AE6-3863A29FFF17}","2014-09-12 11:15:07.263000000"
"12271","6783","","10","AW00012271","{0BAA5123-CDE8-4603-9A23-2551EE029719}","2014-09-12 11:15:07.263000000"
"12272","6625","","10","AW00012272","{F07C1B48-CBB4-47D8-B639-B575951EA92E}","2014-09-12 11:15:07.263000000"
"12277","6119","","10","AW00012277","{7B1530D8-0685-42EB-BA48-DF19DA4B0929}","2014-09-12 11:15:07.263000000"
"12281","18590","","10","AW00012281","{133878D1-0DC4-42DC-8134-8104579970CC}","2014-09-12 11:15:07.263000000"
"12282","5249","","10","AW00012282","{8E823F92-7E21-457B-B5AC-4944A664D38B}","2014-09-12 11:15:07.263000000"
"12283","18235","","10","AW00012283","{73D05B6D-6F99-45B4-8D14-507DBBE72FC9}","2014-09-12 11:15:07.263000000"
"12284","8756","","10","AW00012284","{4E7C8B4E-06B0-4432-9EE6-6A2E6A01ADB9}","2014-09-12 11:15:07.263000000"
"12286","5940","","10","AW00012286","{10CE7D2F-561A-4D1C-A627-65C545427C45}","2014-09-12 11:15:07.263000000"
"12287","16055","","10","AW00012287","{16FF75BB-0303-42B6-9CB0-E4F6BF748AFC}","2014-09-12 11:15:07.263000000"
"12288","7905","","10","AW00012288","{7E291751-625A-466F-A052-E78475630470}","2014-09-12 11:15:07.263000000"
"12289","18925","","10","AW00012289","{80051A28-8CF0-4649-8C91-EBEDB9869E42}","2014-09-12 11:15:07.263000000"
"12292","5261","","10","AW00012292","{DA4EBA19-B3AF-46C1-9215-76FEF8821189}","2014-09-12 11:15:07.263000000"
"12293","7442","","10","AW00012293","{4AAA7E69-D79F-485C-9720-ACA88D20C25F}","2014-09-12 11:15:07.263000000"
"12294","19365","","10","AW00012294","{64394F9A-CEFC-4770-9C9D-D1DECD7771CB}","2014-09-12 11:15:07.263000000"
"12299","13609","","10","AW00012299","{DB67631D-B5ED-4A4F-BBB4-112075B7A233}","2014-09-12 11:15:07.263000000"
"12303","9580","","10","AW00012303","{D9DDC82B-4188-4797-95BF-F551A4A6F5E5}","2014-09-12 11:15:07.263000000"
"12304","12485","","10","AW00012304","{FB1013C5-1C84-452C-8125-3C01DB3119A1}","2014-09-12 11:15:07.263000000"
"12305","15186","","10","AW00012305","{A1D462EB-B291-4FB8-93BA-241359289AF9}","2014-09-12 11:15:07.263000000"
"12309","12758","","10","AW00012309","{BBC8C6A8-2386-43C1-9F0A-20F20D6EE818}","2014-09-12 11:15:07.263000000"
"12310","18611","","10","AW00012310","{BA6425FE-265F-4D0D-B843-016308519C3E}","2014-09-12 11:15:07.263000000"
"12311","4023","","10","AW00012311","{1905B0C8-C041-4D05-9C1B-FD3C59AE3E11}","2014-09-12 11:15:07.263000000"
"12315","7275","","10","AW00012315","{4B9BF688-2F17-485A-B91A-BCDB5C785164}","2014-09-12 11:15:07.263000000"
"12316","12532","","10","AW00012316","{E3B88FBC-107A-4403-83CF-2582CE33B50C}","2014-09-12 11:15:07.263000000"
"12317","16934","","10","AW00012317","{87995575-2016-421D-B56B-88B841EFA78F}","2014-09-12 11:15:07.263000000"
"12318","19703","","10","AW00012318","{1FD14925-3897-4001-8C9C-FF0444001D60}","2014-09-12 11:15:07.263000000"
"12320","6177","","10","AW00012320","{4BC2F08A-6433-42E0-BDE8-89DEF6209399}","2014-09-12 11:15:07.263000000"
"12325","16265","","10","AW00012325","{48D7121A-11B7-4775-92BB-315715E5B02C}","2014-09-12 11:15:07.263000000"
"12326","5687","","10","AW00012326","{38098A5B-C582-4994-804A-1E5F210A98EB}","2014-09-12 11:15:07.263000000"
"12328","5465","","10","AW00012328","{2A713503-9003-4209-A218-5275ED817F20}","2014-09-12 11:15:07.263000000"
"12329","3697","","10","AW00012329","{3A457FC6-3669-45A7-90C2-1176067B1B7B}","2014-09-12 11:15:07.263000000"
"12334","11154","","10","AW00012334","{99FB8E29-FF73-456D-A7AD-C23E3401F5EE}","2014-09-12 11:15:07.263000000"
"12335","16695","","10","AW00012335","{EA278AF0-25A1-4CE9-9387-D5BB3EDE9ED2}","2014-09-12 11:15:07.263000000"
"12336","13668","","10","AW00012336","{8469ED22-C999-4B6A-B07A-1F0E54013020}","2014-09-12 11:15:07.263000000"
"12367","8143","","10","AW00012367","{5E22792E-0A82-4DAF-AFD0-F4E7B3D1BAFB}","2014-09-12 11:15:07.263000000"
"12376","19602","","10","AW00012376","{2E6CF5EE-A8E0-430F-978F-63049837004F}","2014-09-12 11:15:07.263000000"
"12380","12736","","10","AW00012380","{633D3C67-06AE-4716-B763-A7C93F16AD6C}","2014-09-12 11:15:07.263000000"
"12381","17050","","10","AW00012381","{77314EB6-AD29-4BD5-8327-E1178A7C62F2}","2014-09-12 11:15:07.263000000"
"12382","13012","","10","AW00012382","{4DACBA63-918A-4D9B-844D-7C9C2F801857}","2014-09-12 11:15:07.263000000"
"12385","20020","","10","AW00012385","{9D1BDA5A-AF16-4758-A57D-102F3E0354CA}","2014-09-12 11:15:07.263000000"
"12391","19334","","10","AW00012391","{B06B5124-2F10-45C7-8A40-6C769BB0B497}","2014-09-12 11:15:07.263000000"
"12392","16620","","10","AW00012392","{DF7D58EC-B013-4446-B020-F7AC039BDD68}","2014-09-12 11:15:07.263000000"
"12394","18718","","10","AW00012394","{C0425CE7-0B2C-4832-BAA5-29FCF2B0FA65}","2014-09-12 11:15:07.263000000"
"12402","14900","","10","AW00012402","{3F0864F0-15C3-404F-BB21-CD22FC9747BD}","2014-09-12 11:15:07.263000000"
"12403","16931","","10","AW00012403","{EA933275-EE0C-4532-A974-50A0AD7F4A20}","2014-09-12 11:15:07.263000000"
"12404","17378","","10","AW00012404","{06DDF06D-4A11-4CE8-9AA7-C77B654B8234}","2014-09-12 11:15:07.263000000"
"12405","15262","","10","AW00012405","{2170551C-C0D0-451F-8F68-0543BA3D549B}","2014-09-12 11:15:07.263000000"
"12459","7393","","10","AW00012459","{0B0F7AF7-D184-4AD4-886E-977E76036A87}","2014-09-12 11:15:07.263000000"
"12460","7472","","10","AW00012460","{D473E9E9-AEC7-4B7D-AD4A-F348028B2651}","2014-09-12 11:15:07.263000000"
"12463","18199","","10","AW00012463","{49D8F98E-9FCE-4E08-B724-B97B10576C35}","2014-09-12 11:15:07.263000000"
"12465","19608","","10","AW00012465","{AEFEFF7E-58E1-4895-B3BF-B299E344E82E}","2014-09-12 11:15:07.263000000"
"12473","7810","","10","AW00012473","{727B00FB-9412-4B20-85E4-D9506A82ECF7}","2014-09-12 11:15:07.263000000"
"12476","13667","","10","AW00012476","{817D3D4F-F543-422E-A870-7B078C8DD854}","2014-09-12 11:15:07.263000000"
"12486","2507","","10","AW00012486","{FF4718AC-393E-462D-870F-0BB4C88C02B5}","2014-09-12 11:15:07.263000000"
"12491","4414","","10","AW00012491","{0D7599AA-F18F-45D5-B5C6-CBF61F7E14D5}","2014-09-12 11:15:07.263000000"
"12492","7170","","10","AW00012492","{598A39F1-9731-4A7A-A71C-5683BCBE0D1F}","2014-09-12 11:15:07.263000000"
"12496","8536","","10","AW00012496","{AE27D3D3-2325-45E6-A0D1-6038B3975533}","2014-09-12 11:15:07.263000000"
"12502","10196","","10","AW00012502","{3C13AF04-E845-46DF-BCF1-07243D8B409B}","2014-09-12 11:15:07.263000000"
"12503","16279","","10","AW00012503","{956A43DC-EB92-48BE-A753-FAD1D0BA00D2}","2014-09-12 11:15:07.263000000"
"12504","10965","","10","AW00012504","{025748BA-2DA2-4ECF-B3D9-5AE6936DF537}","2014-09-12 11:15:07.263000000"
"12505","4473","","10","AW00012505","{9AAE5760-6986-4BDF-88C2-7E874AA54861}","2014-09-12 11:15:07.263000000"
"12506","4008","","10","AW00012506","{90719684-856A-4762-9189-65D613BE693A}","2014-09-12 11:15:07.263000000"
"12508","16628","","10","AW00012508","{575DEC56-8BC2-41E2-8924-8E2924037CAA}","2014-09-12 11:15:07.263000000"
"12513","17419","","10","AW00012513","{EE7EEA58-EDF6-44B4-AA7B-C95243453065}","2014-09-12 11:15:07.263000000"
"12519","19158","","10","AW00012519","{91577760-442B-4900-B67A-17D4CE29F9AC}","2014-09-12 11:15:07.263000000"
"12525","18961","","10","AW00012525","{861D89F9-B908-45E0-988A-F836C37E2248}","2014-09-12 11:15:07.263000000"
"12526","9036","","10","AW00012526","{89D3D4A0-628C-4DFA-AA21-55C541327D15}","2014-09-12 11:15:07.263000000"
"12540","7922","","10","AW00012540","{489DDCC7-BA93-456B-8E30-A17EBAE50C2D}","2014-09-12 11:15:07.263000000"
"12545","15680","","10","AW00012545","{443AE783-9D76-4A49-88EC-06870ADF2943}","2014-09-12 11:15:07.263000000"
"12550","6270","","10","AW00012550","{1A97F5DD-3644-48B2-B543-BED862005D98}","2014-09-12 11:15:07.263000000"
"12551","7021","","10","AW00012551","{2580D247-EACE-4AD5-B13B-82184058BE48}","2014-09-12 11:15:07.263000000"
"12554","3793","","10","AW00012554","{DEEEB0D2-AC43-4955-A0FE-CB02F00F3628}","2014-09-12 11:15:07.263000000"
"12559","7991","","10","AW00012559","{25B15CDC-F324-4784-9DC1-173E05812251}","2014-09-12 11:15:07.263000000"
"12560","5766","","10","AW00012560","{238994A1-66FE-4F62-8631-9BFA59A335E4}","2014-09-12 11:15:07.263000000"
"12563","12481","","10","AW00012563","{FD317D36-A8AE-4074-94D1-81A04335FABB}","2014-09-12 11:15:07.263000000"
"12564","10846","","10","AW00012564","{CE3F5E62-E354-4D09-B5BD-53C780007765}","2014-09-12 11:15:07.263000000"
"12566","12682","","10","AW00012566","{CB2B8743-E624-4079-8286-B9D8599D6478}","2014-09-12 11:15:07.263000000"
"12567","8329","","10","AW00012567","{84B1806C-BF35-4ACD-A8A8-6846135B5608}","2014-09-12 11:15:07.263000000"
"12568","17603","","10","AW00012568","{80AF15D1-03A7-4B8E-BE07-75018B0EFDD0}","2014-09-12 11:15:07.263000000"
"12569","20589","","10","AW00012569","{DE7FEDDB-0D09-44B3-9184-42D2B980EBDA}","2014-09-12 11:15:07.263000000"
"12590","16822","","10","AW00012590","{93800FEE-77B5-44B4-826B-E69CCC0DD010}","2014-09-12 11:15:07.263000000"
"12592","20702","","10","AW00012592","{2FA1D7F9-632D-4790-9F4E-EDA03367568E}","2014-09-12 11:15:07.263000000"
"12593","6734","","10","AW00012593","{C36F9823-8607-41BB-993E-349D34E14D79}","2014-09-12 11:15:07.263000000"
"12594","17669","","10","AW00012594","{6E6BCDA3-0D34-4AC0-B21A-3E632FD5E013}","2014-09-12 11:15:07.263000000"
